frame,hip2ankle_right,hip2ankle_left,shoulder2knee_right,shoulder2knee_left
118,157.2701424,166.8247792,126.2339938,126.2339938
119,155.1369226,168.2614288,122.8152681,122.8152681
120,161.9104737,172.9321126,125.9007057,125.9007057
121,165.1868352,173.600111,126.0088976,126.0088976
122,165.710484,176.8683763,124.9920202,124.9920202
123,166.5491977,176.1706531,126.0013091,126.0013091
124,166.3187047,178.9552839,124.2757627,124.2757627
125,173.5826138,178.5642798,126.7316854,126.7316854
126,177.3682364,179.0511284,134.3733648,134.3733648
127,171.7975466,178.473969,134.5678541,134.5678541
128,170.9848934,179.1396502,131.7261103,131.7261103
129,177.8203807,175.7548617,134.187034,134.187034
130,177.7886498,169.3047758,132.8805605,132.8805605
131,169.6874765,177.2289335,131.4423809,131.4423809
132,174.7112589,178.7968265,131.7520079,131.7520079
133,178.6502876,178.1263354,134.6346796,134.6346796
134,178.3081217,172.0218755,133.6474974,133.6474974
135,171.718975,171.0945152,132.8470372,132.8470372
136,175.9579995,173.8904114,127.8859851,127.8859851
137,147.9838329,160.3899492,158.592435,158.592435
138,142.4366926,153.4189131,171.0830003,171.0830003
139,149.8323695,150.4695748,161.4508288,161.4508288
140,158.2484997,150.6542952,154.7132549,154.7132549
141,168.5096792,152.1690796,143.1883117,143.1883117
142,166.4912947,156.1801309,152.4375334,152.4375334
143,147.1198552,157.9134688,173.4576884,173.4576884
144,158.7017246,147.3431961,167.066507,167.066507
145,160.7114524,150.7041159,169.4313095,169.4313095
146,165.8518509,157.1783357,145.4977239,145.4977239
147,166.6255595,158.0937813,162.4633939,162.4633939
148,149.1569316,157.227888,177.7517265,177.7517265
149,158.8757607,154.4463186,152.9632882,152.9632882
150,161.42627,155.5249984,149.2874728,149.2874728
151,162.2510537,158.4080591,150.5854188,150.5854188
152,160.5579613,158.4454938,152.306585,152.306585
153,168.2857693,163.7602504,149.030875,149.030875
154,173.1952581,166.2798533,148.0434854,148.0434854
155,173.7006463,166.0454908,152.3912944,152.3912944
156,178.9164319,167.0710268,154.5775239,154.5775239
157,179.5000807,168.0760466,160.9248487,160.9248487
158,176.3964619,171.1610455,165.873882,165.873882
159,175.8910708,170.9779396,170.7025612,170.7025612
160,175.6210314,168.6900675,173.6764957,173.6764957
161,176.1714128,167.8441043,177.8963672,177.8963672
162,174.9871728,168.4418701,179.6774915,179.6774915
163,174.6490645,167.2756443,178.7329482,178.7329482
164,175.0393436,166.919811,176.6000982,176.6000982
165,174.9151781,164.1649939,172.0140156,172.0140156
166,176.2392875,161.5291272,170.4443243,170.4443243
167,179.4338493,160.9794248,167.8500284,167.8500284
168,178.0658034,161.462575,165.5368025,165.5368025
169,174.6289355,158.3770935,162.5757405,162.5757405
170,171.7991024,156.7733347,162.7465072,162.7465072
171,169.7252301,156.3217179,165.0068567,165.0068567
172,170.80247,156.107195,167.0412185,167.0412185
173,171.9952711,156.2540238,168.2858051,168.2858051
174,176.7814932,156.1471914,172.4315071,172.4315071
175,178.0795646,155.5467931,174.1312659,174.1312659
176,179.6239179,157.7382581,179.4527692,179.4527692
177,176.9182448,159.2479663,179.3838446,179.3838446
178,177.9350129,159.1791071,178.8772317,178.8772317
179,178.8160333,158.9667315,178.8074988,178.8074988
180,178.202259,160.4719983,170.6978668,170.6978668
181,116.2832709,167.964574,125.6248859,125.6248859
182,149.8616951,151.8976535,152.7050765,152.7050765
183,173.6164963,167.7681298,172.5680237,172.5680237
184,178.104047,163.1195509,168.0768397,168.0768397
185,173.5283845,160.2369427,166.7456312,166.7456312
186,173.2172185,157.8620351,161.3461845,161.3461845
187,168.9845067,156.8101485,162.2671779,162.2671779
188,168.6125905,156.0706471,154.9861402,154.9861402
189,128.8076472,149.415842,115.674838,115.674838
190,148.5382793,152.8414807,166.6668897,166.6668897
191,147.8161213,147.4363812,157.9820915,157.9820915
192,149.0574164,144.3786843,156.4228934,156.4228934
