frame,hip2ankle_right,hip2ankle_left,shoulder2knee_right,shoulder2knee_left
164,155.9706634,172.697527,149.5770938,166.1765874
165,155.4114195,172.9003776,147.4412999,165.0528022
166,156.9217355,172.3619606,145.6952017,163.3530363
167,158.9217976,170.7526696,146.926626,160.4384902
168,158.874658,168.3916783,147.9071256,157.8678372
169,160.5666366,165.1895286,147.7457652,156.5453524
170,160.490946,162.1190149,143.5005178,156.7654683
171,164.1716524,162.2330997,143.7965978,159.9092577
172,164.1760791,158.3787384,142.4234292,161.3181493
173,161.6504907,158.4549991,139.6488069,162.8756604
174,158.1510512,155.6596374,137.5780904,162.8029182
175,158.096568,157.4725331,136.4076442,166.3390825
176,162.0777229,156.8124462,137.422333,169.394811
177,163.0087405,159.8573274,138.11938,173.5474871
178,159.9254629,160.9411876,135.7202281,176.4416166
179,159.2649715,160.6257915,138.0175746,178.9993472
180,157.0898996,160.1448424,137.3080157,178.532484
181,158.7687165,157.6464288,139.4780103,177.681441
182,162.942944,157.482618,143.7836905,175.3816426
183,164.2003167,156.4700335,145.0423885,174.327176
184,160.2311213,152.8958644,141.0143483,173.758718
185,155.4228882,148.7999194,137.9110244,174.606309
186,150.6276017,146.7498295,135.3609483,174.692545
187,145.0423192,140.5026564,131.2043095,175.4861126
188,136.623501,135.4822763,125.5832878,177.5114523
189,138.9466896,132.946249,127.6199302,178.3856234
190,136.698953,127.234104,125.8173377,179.9449973
191,137.0784711,122.3670762,125.6129648,176.989026
192,136.5242917,118.3992854,124.3168823,172.4812332
193,135.8985531,115.473609,123.2730548,169.9759396
194,135.2110561,108.2827018,121.5627163,160.7099538
195,135.3329679,105.483937,121.160328,157.4606965
196,136.6913537,100.7804675,122.4617841,153.088173
197,139.5060007,97.09785766,124.8308412,150.0783212
198,141.1399079,96.19672212,125.6419656,150.2737308
199,140.1406692,90.84141579,126.6700568,142.2885082
200,141.688179,89.96094358,127.3844496,137.9737311
