frame,hip2ankle_right,hip2ankle_left
95,120.9290642,126.0893495
96,121.454143,125.9234676
97,121.9894096,125.9459754
98,120.8804192,124.8964843
99,120.8804192,124.4456297
100,120.3553404,123.4113502
101,120.9004317,122.4453795
102,121.6908213,120.9889896
103,121.6908213,119.9820438
104,122.5930116,119.9820438
105,123.127935,120.9889896
106,121.8573324,119.4062106
107,121.7061913,119.8351424
108,119.6998151,116.0308529
109,118.0618336,114.439038
110,118.577472,108.8948175
111,116.7654854,107.3261367
112,117.6624259,106.1236238
113,118.5082173,107.8733514
114,117.1811111,107.4892184
115,116.9802307,107.3473384
116,116.9802307,107.2151243
117,116.4820191,104.4809322
118,115.9924703,101.964806
119,120.2422422,99.37410637
120,122.8049503,94.87315116
121,123.3170142,95.74038149
122,120.7067263,95.42522637
123,117.4693465,95.21210006
124,116.1914196,95.54479792
125,114.205885,95.54479792
126,114.205885,94.96435414
127,112.9489373,94.05058338
128,119.8968591,90.78657167
129,123.7596012,89.92017526
130,121.5693282,83.80411683
131,113.0577844,84.7473796
132,110.9078991,85.45182696
133,102.3986272,85.29490302
134,104.2020642,85.38508518
135,97.87340255,85.60129465
136,95.58155666,85.59724003
137,101.3682191,83.49987865
138,108.906332,87.46923698
139,101.848354,91.75509196
140,102.091944,84.40672173
141,106.0129937,90.27955932
142,108.2546072,89.00377763
143,108.3056132,94.2178988
144,107.3455797,94.50472127
145,107.661439,95.71059314
146,115.8289575,82.84302261
147,116.3011772,83.94376901
148,115.5133832,84.97448069
149,107.4054545,93.36385161
150,109.4855145,91.32214233
151,109.5012919,84.40614577
152,110.5242117,85.5388862
153,105.6195447,88.17538623
154,99.52578584,89.91077747
155,102.3117401,88.78980848
156,98.22468243,83.19354308
157,90.2074851,93.19605662
158,88.3706927,93.0898041
159,89.65673687,97.08474199
160,89.83552927,97.96891218
161,89.47422758,101.7479882
162,93.32071189,100.899413
163,96.20799294,102.8288411
164,97.00307687,100.899413
165,101.1988563,102.8252648
166,101.6910446,102.088456
167,97.74471055,103.1107363
168,96.63532076,103.4875863
169,97.12501635,103.0451366
170,97.12221021,103.3669307
171,97.11764759,103.6937805
172,98.47362308,104.1183988
173,98.11433432,103.3901913
174,98.61830015,103.8774579
175,100.2010059,101.7819526
176,97.80870005,100.9356954
177,98.31222963,99.66409608
178,97.02980118,99.43445562
179,96.52603271,99.31536317
180,97.41408446,100.2232847
181,97.87820407,100.5741049
182,98.38679746,100.1280346
183,100.2719456,100.4257092
184,100.2719456,100.2660179
185,100.7998593,99.51598442
186,101.3873243,100.4243073
187,101.7879876,99.12244471
188,102.8232266,99.48308343
189,102.8232266,100.3964098
190,104.360427,100.3964098
191,104.9238132,100.8414027
192,104.4302831,101.7123917
193,103.944113,99.28826614
194,103.944113,98.88589087
195,103.944113,98.88589087
196,104.3266761,98.42793047
197,104.8945851,98.01910001
198,104.8945851,98.35004668
199,105.2665254,98.85619408
200,104.8315253,95.79325367
201,104.8315253,96.50658477
202,106.4699688,96.50658477
203,105.9829627,96.14562753
204,105.1526773,96.58640204
205,105.0485863,96.43464377
206,105.3953405,96.82744699
207,105.9815277,95.88911958
208,106.317335,95.82118431
209,106.6463474,96.25660934
210,107.6892348,95.82118431
211,108.0074983,95.82118431
212,109.9677704,94.4946781
213,109.5320694,95.76297613
214,109.0890697,97.06147794
215,110.16283,97.60762913
216,111.7458903,98.09698068
217,112.0998223,97.65344297
218,112.2490237,96.77299873
219,112.2490237,96.77299873
220,112.8938286,96.33202562
221,111.7794048,95.94475514
222,112.8938286,95.55060653
223,113.6330838,95.4721403
224,113.9105383,95.4721403
225,113.9759206,95.00954481
226,114.0990048,94.12844425
227,112.6360201,93.29336899
228,112.0060143,92.84327278
229,112.0060143,91.41100894
230,112.0060143,90.93518731
231,112.0060143,90.0837657
232,111.4874125,89.19587739
233,111.4874125,88.32168135
234,111.4874125,88.75062975
235,111.1151255,89.21574076
236,110.0821472,89.18834076
237,110.6025861,87.85579426
238,109.4641036,89.21138022
239,109.4641036,89.1736422
240,108.3412688,89.1736422
241,108.4667887,89.56921278
242,108.8662105,89.56921278
243,108.8662105,89.52649194
244,108.972909,89.52649194
245,108.3605526,89.52649194
246,107.7570644,89.95727916
247,108.8844022,89.06080905
248,109.4154655,89.49159627
249,110.6669879,89.9288605
250,110.0634997,90.31543904
251,110.6268859,90.76553526
252,110.4147688,90.30792336
253,111.7192515,91.22227975
254,111.7192515,91.70335435
255,111.7019871,92.63251904
256,111.1333131,92.63251904
257,111.1333131,91.24536427
258,112.346613,90.82247453
259,112.346613,91.28659413
260,112.346613,91.28659413
261,113.5175933,91.28659413
262,113.1882327,91.28659413
263,112.8078801,91.75766184
264,114.002598,90.83616489
265,114.002598,90.83616489
266,113.6179483,90.86423282
267,113.5976876,90.43570095
268,113.4338298,91.35760567
269,114.677593,91.35760567
270,114.8877888,92.29420496
271,116.8411733,93.2255769
272,117.2750674,94.61064932
273,117.913262,95.54984026
274,117.8696037,95.96826453
275,117.2372714,96.86059758
276,117.2372714,98.70643974
277,118.6301987,99.15574843
278,119.2296662,101.6062158
279,120.0191703,103.5406786
280,119.674149,105.3968271
281,121.3084438,107.0081949
282,125.1427677,109.349797
283,126.326826,112.4391218
284,131.9436705,115.2435079
285,129.6395672,119.0715664
286,129.3225833,118.1709931
287,130.163614,121.0128089
288,136.2508008,121.3217706
289,143.7561449,123.0957343
290,143.312939,122.5252491
291,142.2302426,122.878294
292,142.9209359,125.1425176
293,147.6635224,127.1563451
294,151.5771345,131.2218023
295,152.3533037,134.464541
296,154.3118566,136.7508542
297,155.4524363,141.3243767
298,157.1882351,143.7408299
299,158.5453664,145.881779
300,156.9026115,147.9270283
301,160.5994393,148.9702233
302,164.0931627,153.7970773
303,165.4418052,154.7252319
304,166.1963256,156.0967376
305,165.5054318,155.9657118
306,165.3766594,156.8747189
307,165.5928061,158.7583627
308,164.9827804,159.4158391
309,165.0870857,162.6705079
310,164.5652713,162.6386261
311,164.518168,162.0950518
312,165.8986107,164.4342556
313,167.1698257,166.225645
314,167.3065004,168.7596012
315,167.8299199,171.304166
316,168.5114008,173.7737655
317,168.6280927,175.0508767
318,167.7085175,175.1354856
319,168.2364964,177.1288425
320,168.3414893,175.7606433
321,168.8012036,176.434121
322,168.8261618,176.4581645
323,168.8261618,177.1987708
324,168.550662,176.5257448
325,167.7047336,175.9579658
326,168.2085467,175.9769406
327,167.3416687,175.8992758
328,166.8051724,175.8446098
329,166.9761504,175.936262
330,168.3222956,175.524525
331,167.6268628,176.1989487
332,168.4517734,176.3440832
333,168.8833098,175.0285921
334,169.3188026,174.5154817
335,169.0287208,171.9310841
336,169.8384297,171.6064497
337,171.3895582,171.6064497
338,172.7797091,172.237435
339,174.0449253,170.4830323
340,174.0449253,171.5325287
341,174.266562,171.7380824
342,175.5964311,172.3050093
343,176.3690313,171.9993773
344,176.3690313,172.0786245
345,177.4682423,173.4168042
346,176.8436764,173.0972321
347,175.659873,173.0972321
348,175.7249773,173.0738572
349,175.0870299,174.4126179
350,173.9305555,173.8580482
351,173.8878293,174.482864
352,173.8351582,174.325794
353,174.6490645,174.325794
354,173.3998218,174.9481697
355,174.218911,174.9079493
356,175.0219765,175.5342633
357,175.7343892,175.5342633
358,175.8092639,176.2935778
359,177.7531611,176.8582275
360,177.1771138,177.7146836
361,178.5413949,177.7066869
362,179.1619897,179.0624555
363,178.4890704,178.5672251
364,178.4890704,179.2144333
365,179.8358762,178.1501812
366,179.1822316,176.719422
367,179.1598067,176.5560832
368,178.5092503,175.8177764
369,177.8658408,175.3979862
370,177.9322322,175.2176353
371,176.5935562,175.2720122
372,176.5935562,175.7367193
373,178.4803277,175.7097451
374,179.1519336,175.2682691
375,177.5274892,174.8490567
376,174.8539208,173.8025123
377,172.3063441,173.4544727
378,167.106256,173.3951645
379,166.3644198,174.2148062
380,163.1903567,172.3931322
381,165.1681312,172.8066931
382,164.4856551,172.5287192
383,163.787675,171.7361472
384,164.9999053,172.0442382
385,165.4080129,170.4996811
386,166.5408554,172.1935992
387,167.636639,171.6129676
388,168.7429234,172.2030089
389,169.267616,173.990994
390,169.9656876,175.7574089
391,170.6467086,175.7205365
392,170.5376778,176.0472184
393,171.2538377,176.7805861
394,170.4170553,176.8629147
395,170.4170553,175.6075272
396,169.6951535,176.0074912
397,169.6951535,175.9194793
398,168.8463647,175.4393119
399,169.5625246,174.3115056
400,170.2786846,178.2142982
401,170.4296746,177.3352312
402,171.9556554,175.4285283
403,171.8230266,176.4982731
404,170.3425556,179.8085361
405,170.4839798,179.5424569
406,170.4839798,178.1960049
407,170.4839798,179.7749588
408,170.5040695,178.7381825
409,170.3626453,178.6579925
410,171.8531347,179.7025168
411,170.3626453,177.2960483
412,171.0900501,178.4234499
413,171.6939615,177.2005555
414,171.6939615,175.8612188
415,171.6939615,178.2605326
416,171.6939615,178.7872343
417,172.4269379,179.3013056
418,172.4269379,178.8426669
419,172.4269379,178.2100894
420,173.3061351,179.4974183
421,173.3061351,178.0390451
422,174.0573825,179.2829866
423,172.5753122,177.9656651
424,172.5753122,176.1226249
