frame,hip2ankle_right,hip2ankle_left
285,178.2217478,162.0635282
286,176.8936944,161.2586596
287,176.9646849,160.3425513
288,178.2797405,160.9266529
289,179.0885177,161.2909183
290,179.7017598,161.8781398
291,179.2622933,161.7780693
292,178.0662413,162.693886
293,175.6113279,163.9624369
294,175.0683027,164.6091201
295,174.6514933,166.3318355
296,174.2470899,167.5028694
297,174.2470899,168.5718557
298,173.7401857,169.242637
299,173.4250183,169.8033529
300,173.4250183,170.7452703
301,173.5114089,171.4407268
302,172.5591908,172.3822207
303,171.8769149,172.3180954
304,172.0608593,172.9869556
305,172.6551632,173.1150797
306,173.2609692,173.1150797
307,174.2430386,173.7243792
308,174.4579646,173.8718834
309,175.8597162,174.2189473
310,176.5149761,174.1623899
311,177.4928427,175.641815
312,177.9464667,176.145904
313,178.1424926,176.7382746
314,178.4769754,177.2430222
315,178.2605988,178.467795
316,178.6087827,178.467795
317,178.2642954,178.7261918
318,178.5107576,179.3056555
319,177.273689,179.6715057
320,177.3127831,179.1682939
321,176.8256696,179.2524561
322,176.5730722,179.0216093
323,176.3370168,177.6392183
324,175.9696894,177.7630458
325,176.5062193,177.0707815
326,176.6907464,175.503584
327,175.195267,173.9709946
328,175.195267,173.9994575
329,175.3899336,173.2991996
330,174.490757,172.9287178
331,173.1305391,172.6757585
332,171.8140586,172.3488511
333,171.4872611,171.5402207
334,171.1333843,171.5402207
335,171.8354185,171.2229214
336,172.1626107,172.195644
337,173.6503223,172.8416786
338,175.1155465,172.4850616
339,178.2743696,172.6231638
340,179.4398877,172.1290617
341,175.7352256,172.0805054
342,172.5389262,170.7871915
343,171.3212329,169.873575
344,168.9763061,169.7063501
345,166.758595,168.6780947
346,164.979416,167.3992201
347,163.7028412,167.2405712
348,162.3469812,165.530301
349,157.4433883,165.1207576
350,152.8013926,164.4633202
351,150.8559236,163.2807148
352,150.8203901,163.0169032
353,151.1597764,161.4308693
354,150.9031515,160.8799653
355,156.1305844,160.47334
356,154.2741552,160.2130754
357,151.4221875,159.277886
358,150.7807533,156.1561187
359,150.9086407,156.0346567
