frame,hip2ankle_right,hip2ankle_left
208,151.433318,156.883724
209,150.9136515,158.0589198
210,152.1465067,158.3288514
211,152.3877764,159.5753698
212,152.8602058,159.5753698
213,151.3876893,159.761218
214,152.1593288,159.4350465
215,151.9092718,159.974965
216,153.1834008,160.2747028
217,152.5376324,160.4771062
218,152.8765184,160.9387956
219,153.6394297,160.7057494
220,153.5234036,164.7619235
221,154.4659697,170.6292496
222,161.7931837,170.7691321
223,162.8946111,171.2471731
224,159.9022494,167.811444
225,158.5603111,169.0983441
226,164.7667712,168.4719441
227,167.0431933,169.3869091
228,168.2290098,169.2603727
229,167.8921878,169.5954476
230,166.6585986,166.3894519
231,167.2192652,167.0862734
232,169.1520972,164.3931016
233,171.1507415,166.7830683
234,168.5220737,165.5034582
235,176.5903949,178.0313549
236,176.2362478,178.3997437
237,178.6129051,176.3479293
238,179.9139392,179.1658559
239,176.5411245,176.280693
240,179.7460443,177.0988917
241,176.6788283,178.7609715
242,175.6320038,178.7811248
243,175.9264658,179.8227514
244,176.146133,178.159939
245,175.9111219,175.1552499
246,174.8720999,174.8125415
247,175.5601545,173.4801982
248,175.1782974,171.7034541
249,175.4573771,172.025728
250,175.419629,172.7086845
251,175.8122665,171.3558808
252,175.8038618,170.1044907
253,174.9204558,170.0289328
254,175.046225,167.8700893
255,175.4464441,168.52743
256,176.379345,170.9665222
257,176.4902234,171.398284
258,176.6026188,172.7813767
259,176.4626246,172.0302575
260,176.1104791,173.405198
261,176.186336,174.0117826
262,176.8411173,174.0544883
263,176.9167607,172.7470915
264,178.1419078,171.2152085
265,176.4088194,170.5509209
266,176.4118933,170.6051251
267,176.4654674,171.0549246
268,176.4118933,171.2426432
269,177.9631083,172.9695643
270,178.2386195,173.8431851
271,178.0452934,173.597111
272,179.7009908,174.1249063
273,178.711299,179.5896634
274,179.5230881,179.3817242
275,177.73123,178.121971
276,174.6141919,179.1414988
277,175.9504722,174.4062338
278,173.9634362,173.3438167
279,172.4042201,175.6572675
280,171.6239945,172.4883299
281,171.9979657,172.0083145
282,171.3041653,173.0536336
283,172.4055431,171.158255
284,171.7743714,171.4037293
285,173.0264308,171.5156779
286,173.3508289,171.1921026
287,171.0433644,170.1983514
288,171.4652732,167.549243
289,171.4200872,164.1676134
290,170.9546894,163.7947611
291,171.4124185,162.9222491
292,171.3123156,162.5054877
293,170.0607917,162.029501
294,170.2901843,160.7504741
295,169.3067806,159.4581612
296,169.6790456,158.5316699
297,169.6110518,156.8801846
298,169.6110518,157.8128523
299,170.7939935,157.8480221
300,170.126192,157.3864254
301,171.237543,156.4428711
302,171.6019388,155.6608727
303,171.264683,154.6216638
304,170.8603849,156.5723585
305,173.2485727,159.7401104
306,173.7199929,161.0644265
307,172.2635779,169.0865559
308,171.1623083,172.4243316
309,170.3530997,172.8313145
310,170.7580101,172.8313145
311,171.638272,168.6215977
312,173.0188883,161.6205422
313,173.3580287,160.4667619
314,170.9143641,158.8387402
315,171.2544504,157.7019557
316,170.2006815,159.6844256
317,168.180856,160.3657693
318,167.534509,158.3659041
319,167.5905123,160.4401734
320,166.3251164,164.7838017
321,167.0017519,167.4687715
322,166.8086118,165.5162738
323,167.783039,165.7934391
324,169.1787964,165.0887894
325,167.7825214,171.7378354
326,167.1394231,171.0051972
327,164.9478088,174.6408711
328,165.2212752,172.4234896
329,166.002026,170.7637761
330,168.2816429,168.8702423
331,166.6387021,164.6425066
332,166.2342234,163.7695693
333,166.0808505,166.043242
334,164.7435382,166.1645331
335,164.7605395,165.9902456
336,165.3939252,167.8113668
337,165.6222666,169.7941322
338,166.3706384,170.8629965
339,166.7620442,172.0313046
340,165.5921656,171.2079185
341,166.1386014,173.6056022
342,166.0398939,173.2308804
343,165.2382795,175.0821227
344,165.8546773,175.6921148
345,165.0757766,177.8206737
346,165.043016,178.9847647
347,163.9982611,179.6700447
348,165.0503816,179.9894337
349,164.6318502,179.0923782
350,165.7771868,179.0235972
351,164.5651516,178.7097604
352,163.7971753,178.4481907
353,163.411817,178.7908975
354,164.0349802,179.2927131
355,163.1342591,178.6260392
356,162.2040422,179.6132903
357,160.5841511,179.4164155
358,160.2632869,177.6919537
359,159.5330703,178.238744
360,158.8512352,178.4961089
361,158.7979941,179.915023
362,158.174714,179.8069788
363,158.2169167,179.0635996
364,158.4606691,179.2790616
365,156.5407922,177.2591514
366,157.1681768,177.1589422
367,154.1336432,174.4730772
368,153.0824625,173.2326651
369,153.1573819,171.8269362
370,152.8266443,171.8269362
371,151.7919587,169.6853147
372,151.5186602,170.5616778
373,151.2738018,169.2505262
374,151.5825553,168.5384917
375,152.0953273,169.5566764
376,151.2192777,169.1733593
377,150.136902,170.6255965
378,149.0112205,170.6255965
379,146.3495551,170.5213445
380,146.2697189,170.8247891
381,142.9665193,170.2219504
382,140.5729125,169.8217812
383,137.8883704,167.5243767
384,136.9013164,167.0009162
385,134.317755,161.9872515
386,132.6210928,160.6113252
387,131.1154359,157.0202751
388,131.6865952,153.6896413
389,129.1509441,153.2502335
390,128.4147658,151.8980944
391,124.9234637,148.3419133
392,125.7584061,148.7306408
393,124.5314827,146.9668717
394,123.8894451,146.6591583
395,123.628936,146.2167576
396,121.6415905,146.2167576
397,119.0833094,146.9479977
398,119.184138,146.1968563
399,114.4507762,146.1507708
400,115.3471314,146.9479977
401,114.9066874,146.5967385
402,115.5523592,146.6768276
403,121.7211418,154.7771138
404,115.5333531,148.8244526
